what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1459742560913
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1459742563364
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1459742570544
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1459742572554
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1459742576925
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1459742739989
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1459742741595
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1459742843525
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1459742855294
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1459742856783
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1459742858382
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1459742876447
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1459742880832
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1459742937111
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1459742937127
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1459742937749
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1459742943437
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1459742944832
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1459742948653
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1459742948775
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1459742951715
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1459742951839
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1459742960131
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1459742965656
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1459742971476
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1459742971636
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1459742976439
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1459742978088
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1459742981327
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1459742995480
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1459743024496
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1459743073085
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1459743076654
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1459743162661
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1459743167006
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1459743184669
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1459743202648
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1459743203093
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1459743224098
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1459743231735
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1459743234873
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1459743274175
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1459743345159
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1459743352108
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1459743542008
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1459743573196
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1459743591404
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1459743597884
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1459743678588
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1459743681001
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1459743681505
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1459743891241
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1459743893644
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1459743905156
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1459744008287
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1459744029375
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1459744032145
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1459744034377
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1459744040453
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1459744042418
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1459744043493
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1459744044422
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1459744045035
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1459744045640
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1459744046766
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1459744069754
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1459744241540
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1459744253707
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1459744257494
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1459744429024
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1459744435441
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1459744437788
closed,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1459744438026
stopped,bundle,org.eclipse.jst.ws.axis.creation.ui,1.0.700.v201104070312,"org.eclipse.jst.ws.axis.creation.ui",1459744438474
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1459811274773
started,bundle,org.eclipse.osgi,3.7.1.R37x_v20110808-1106,"org.eclipse.osgi",1459811274775
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110502-1955,"org.eclipse.equinox.simpleconfigurator",1459811274776
started,bundle,com.ibm.icu,4.4.2.v20110208,"com.ibm.icu",1459811274777
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1459811274779
started,bundle,org.eclipse.core.contenttype,3.4.100.v20110423-0524,"org.eclipse.core.contenttype",1459811274780
started,bundle,org.eclipse.core.databinding.observable,1.4.0.I20110222-0800,"org.eclipse.core.databinding.observable",1459811274818
started,bundle,org.eclipse.core.expressions,3.4.300.v20110228,"org.eclipse.core.expressions",1459811274823
started,bundle,org.eclipse.core.filebuffers,3.5.200.v20110505-0800,"org.eclipse.core.filebuffers",1459811274824
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1459811274838
started,bundle,org.eclipse.core.jobs,3.5.100.v20110404,"org.eclipse.core.jobs",1459811274839
started,bundle,org.eclipse.core.net,1.2.100.I20110511-0800,"org.eclipse.core.net",1459811274839
started,bundle,org.eclipse.core.resources,3.7.100.v20110510-0712,"org.eclipse.core.resources",1459811274841
started,bundle,org.eclipse.core.runtime,3.7.0.v20110110,"org.eclipse.core.runtime",1459811274841
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1459811274867
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20110110,"org.eclipse.core.runtime.compatibility.auth",1459811274867
started,bundle,org.eclipse.core.variables,3.2.500.v20110511,"org.eclipse.core.variables",1459811274869
started,bundle,org.eclipse.debug.core,3.7.0.v20110518,"org.eclipse.debug.core",1459811274870
started,bundle,org.eclipse.epp.mpc.ui,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.ui",1459811274882
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201106061540,"org.eclipse.epp.usagedata.gathering",1459811274882
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201106061540,"org.eclipse.epp.usagedata.recording",1459811274884
started,bundle,org.eclipse.equinox.app,1.3.100.v20110321,"org.eclipse.equinox.app",1459811274884
started,bundle,org.eclipse.equinox.common,3.6.0.v20110523,"org.eclipse.equinox.common",1459811274884
started,bundle,org.eclipse.equinox.ds,1.3.1.R37x_v20110701,"org.eclipse.equinox.ds",1459811274885
started,bundle,org.eclipse.equinox.event,1.2.100.v20110502,"org.eclipse.equinox.event",1459811274886
started,bundle,org.eclipse.equinox.p2.core,2.1.0.v20110502-1955,"org.eclipse.equinox.p2.core",1459811274887
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.300.v20110502-1955,"org.eclipse.equinox.p2.directorywatcher",1459811274887
started,bundle,org.eclipse.equinox.p2.engine,2.1.0.v20110511,"org.eclipse.equinox.p2.engine",1459811274888
started,bundle,org.eclipse.equinox.p2.metadata,2.1.0.v20110510,"org.eclipse.equinox.p2.metadata",1459811274889
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.2.0.v20110511-1359,"org.eclipse.equinox.p2.metadata.repository",1459811274890
started,bundle,org.eclipse.equinox.p2.operations,2.1.0.v20110511-1821,"org.eclipse.equinox.p2.operations",1459811274891
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.100.v20110510,"org.eclipse.equinox.p2.reconciler.dropins",1459811274891
started,bundle,org.eclipse.equinox.p2.repository,2.1.0.v20110601,"org.eclipse.equinox.p2.repository",1459811274892
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.100.v20110502-1955,"org.eclipse.equinox.p2.ui.sdk.scheduler",1459811274892
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.200.v20110502-1955,"org.eclipse.equinox.p2.updatechecker",1459811274893
started,bundle,org.eclipse.equinox.preferences,3.4.1.R37x_v20110725,"org.eclipse.equinox.preferences",1459811274893
started,bundle,org.eclipse.equinox.registry,3.5.101.R37x_v20110810-1611,"org.eclipse.equinox.registry",1459811274894
started,bundle,org.eclipse.equinox.security,1.1.1.R37x_v20110822-1018,"org.eclipse.equinox.security",1459811275020
started,bundle,org.eclipse.equinox.util,1.0.300.v20110502,"org.eclipse.equinox.util",1459811275021
started,bundle,org.eclipse.help,3.5.100.v20110426,"org.eclipse.help",1459811275084
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110420-1015,"org.eclipse.jdt.apt.core",1459811275085
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.v20110305-1450,"org.eclipse.jdt.apt.pluggable.core",1459811275086
started,bundle,org.eclipse.jdt.core,3.7.1.v_B76_R37x,"org.eclipse.jdt.core",1459811275087
started,bundle,org.eclipse.jdt.core.manipulation,1.4.0.v20110505-0800,"org.eclipse.jdt.core.manipulation",1459811275089
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110505-0800,"org.eclipse.jdt.junit",1459811275091
started,bundle,org.eclipse.jdt.launching,3.6.1.v20110803_r371,"org.eclipse.jdt.launching",1459811275093
started,bundle,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui",1459811275093
started,bundle,org.eclipse.jface,3.7.0.I20110522-1430,"org.eclipse.jface",1459811275094
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1459811275095
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r371_v20110824-0800,"org.eclipse.ltk.core.refactoring",1459811275096
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring",1459811275098
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.2.v20110903-0100,"org.eclipse.mylyn.bugzilla.core",1459811275100
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1459811275101
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1459811275102
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1459811275102
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1459811275130
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1459811275132
started,bundle,org.eclipse.mylyn.context.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.context.ui",1459811275179
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1459811275181
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.2.v20110826-0100,"org.eclipse.mylyn.tasks.ui",1459811275183
started,bundle,org.eclipse.pde.launching,3.6.0.v20110506,"org.eclipse.pde.launching",1459811275184
started,bundle,org.eclipse.pde.ui,3.6.100.v20110603,"org.eclipse.pde.ui",1459811275224
started,bundle,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search",1459811275264
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1459811275290
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1459811275293
