what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1459742856783
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1459742858382
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1459742876447
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1459742880832
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1459742937111
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1459742937127
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1459742937749
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1459742943437
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1459742944832
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1459742948653
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1459742948775
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1459742951715
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1459742951839
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1459742960131
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1459742965656
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1459742971476
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1459742971636
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1459742976439
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1459742978088
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1459742981327
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1459742995480
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1459743024496
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1459743073085
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1459743076654
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1459743162661
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1459743167006
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1459743184669
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1459743202648
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1459743203093
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1459743224098
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1459743231735
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1459743234873
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1459743274175
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1459743345159
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1459743352108
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1459743542008
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1459743573196
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1459743591404
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1459743597884
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1459743678588
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1459743681001
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1459743681505
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1459743891241
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1459743893644
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1459743905156
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1459744008287
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1459744029375
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1459744032145
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1459744034377
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1459744040453
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1459744042418
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1459744043493
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1459744044422
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1459744045035
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1459744045640
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1459744046766
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1459744069754
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1459744241540
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1459744253707
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1459744257494
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1459744429024
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1459744435441
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1459744437788
closed,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1459744438026
stopped,bundle,org.eclipse.jst.ws.axis.creation.ui,1.0.700.v201104070312,"org.eclipse.jst.ws.axis.creation.ui",1459744438474
